code,銘柄名称,市場区分,業種,売買単位,東証上場日
5542,新報国マテリアル,スタンダード,鉄鋼,100,2013-07-16
554A,バトンズ,グロース,情報・通信業,100,2026-04-21
5563,新日本電工,プライム,鉄鋼,100,1949-05-16
556A,犬猫生活,グロース,小売業,100,2026-04-23
5570,ジェノバ,グロース,情報・通信業,100,2023-04-18
5571,エキサイトホールディングス,スタンダード,情報・通信業,100,2023-04-19
5572,Ｒｉｄｇｅ－ｉ,グロース,情報・通信業,100,2023-04-26
5574,ＡＢＥＪＡ,グロース,情報・通信業,100,2023-06-13
5575,Ｇｌｏｂｅｅ,グロース,情報・通信業,100,2023-06-14
5576,オービーシステム,スタンダード,情報・通信業,100,2023-06-21
5578,ＡＲアドバンストテクノロジ,グロース,情報・通信業,100,2023-06-23
5580,プロディライト,グロース,情報・通信業,100,2023-06-28
5582,グリッド,グロース,情報・通信業,100,2023-07-07
5586,Ｌａｂｏｒｏ．ＡＩ,グロース,情報・通信業,100,2023-07-31
5587,インバウンドプラットフォーム,グロース,情報・通信業,100,2023-08-30
5588,ファーストアカウンティング,グロース,情報・通信業,100,2023-09-22
5589,オートサーバー,スタンダード,情報・通信業,100,2023-09-26
558A,ＳＱＵＥＥＺＥ,グロース,サービス業,100,2026-04-22
5590,ネットスターズ,グロース,情報・通信業,100,2023-09-26
5591,ＡＶＩＬＥＮ,グロース,情報・通信業,100,2023-09-27
5592,くすりの窓口,グロース,情報・通信業,100,2023-10-04
5597,ブルーイノベーション,グロース,情報・通信業,100,2023-12-12
5599,Ｓ＆Ｊ,グロース,情報・通信業,100,2023-12-15
559A,梅乃宿酒造,スタンダード,食料品,100,2026-04-24
5602,栗本鐵工所,プライム,鉄鋼,100,1949-05-16
5603,虹技,スタンダード,鉄鋼,100,2013-07-16
5609,日本鋳造,スタンダード,鉄鋼,100,1961-10-02
5612,日本鋳鉄管,スタンダード,鉄鋼,100,1962-07-02
5616,雨風太陽,グロース,情報・通信業,100,2023-12-18
5618,ナイル,グロース,情報・通信業,100,2023-12-20
5619,マーソ,グロース,情報・通信業,100,2023-12-21
5621,ヒューマンテクノロジーズ,グロース,情報・通信業,100,2023-12-22
5631,日本製鋼所,プライム,機械,100,1951-06-11
5632,三菱製鋼,プライム,鉄鋼,100,1951-04-09
5644,メタルアート,スタンダード,鉄鋼,100,2013-07-16
5658,日亜鋼業,スタンダード,鉄鋼,100,1986-02-21
5659,日本精線,プライム,鉄鋼,100,1962-03-01
5660,神鋼鋼線工業,スタンダード,鉄鋼,100,1993-03-15
5695,パウダーテック,スタンダード,鉄鋼,100,2013-07-16
5697,サンユウ,スタンダード,鉄鋼,100,2013-07-16
5698,エンビプロ・ホールディングス,スタンダード,鉄鋼,100,2013-09-25
5699,イボキン,スタンダード,鉄鋼,100,2018-08-02
5702,大紀アルミニウム工業所,プライム,非鉄金属,100,2005-12-08
5703,日本軽金属ホールディングス,プライム,非鉄金属,100,2012-10-01
5704,ＪＭＣ,グロース,非鉄金属,100,2016-11-29
5706,三井金属,プライム,非鉄金属,100,1950-10-02
5707,東邦亜鉛,プライム,非鉄金属,100,1949-05-16
5711,三菱マテリアル,プライム,非鉄金属,100,1950-09-25
5713,住友金属鉱山,プライム,非鉄金属,100,1950-06-28
5714,ＤＯＷＡホールディングス,プライム,非鉄金属,100,1949-08-05
5715,古河機械金属,プライム,非鉄金属,100,1949-05-16
5721,エスクリプトエナジー,スタンダード,非鉄金属,100,2013-07-16
5724,アサカ理研,スタンダード,非鉄金属,100,2013-07-16
5726,大阪チタニウムテクノロジーズ,プライム,非鉄金属,100,2002-03-08
5727,東邦チタニウム,プライム,非鉄金属,100,1961-10-02
5729,日本精鉱,スタンダード,非鉄金属,100,1949-09-19
5741,ＵＡＣＪ,プライム,非鉄金属,100,2005-12-02
5742,エヌアイシ・オートテック,スタンダード,非鉄金属,100,2013-07-16
5753,日本伸銅,スタンダード,非鉄金属,100,1961-10-02
5757,ＣＫサンエツ,プライム,非鉄金属,100,2017-03-21
5801,古河電気工業,プライム,非鉄金属,100,1949-05-16
5802,住友電気工業,プライム,非鉄金属,100,1949-05-16
5803,フジクラ,プライム,非鉄金属,100,1949-05-16
5805,ＳＷＣＣ,プライム,非鉄金属,100,1949-05-16
5816,オーナンバ,スタンダード,非鉄金属,100,2006-12-22
5817,ＪＭＡＣＳ,スタンダード,非鉄金属,100,2013-07-16
5819,カナレ電気,スタンダード,非鉄金属,100,2006-12-22
5820,三ッ星,スタンダード,非鉄金属,100,2013-07-16
5821,平河ヒューテック,プライム,非鉄金属,100,2006-05-02
5830,いよぎんホールディングス,プライム,銀行業,100,2022-10-03
5831,しずおかフィナンシャルグループ,プライム,銀行業,100,2022-10-03
5832,ちゅうぎんフィナンシャルグループ,プライム,銀行業,100,2022-10-03
5834,ＳＢＩリーシングサービス,グロース,証券、商品先物取引業,100,2022-10-19
5838,楽天銀行,プライム,銀行業,100,2023-04-21
5842,インテグラル,グロース,証券、商品先物取引業,100,2023-09-20
5843,ニッポンインシュア,スタンダード,その他金融業,100,2023-10-03
5844,京都フィナンシャルグループ,プライム,銀行業,100,2023-10-02
5845,全保連,スタンダード,その他金融業,100,2023-10-25
5851,リョービ,プライム,非鉄金属,100,1961-10-02
5852,アーレスティ,プライム,非鉄金属,100,1961-10-02
5856,エルアイイーエイチ,スタンダード,小売業,100,2004-10-01
5857,ＡＲＥホールディングス,プライム,非鉄金属,100,2009-04-01
5858,ＳＴＧ,グロース,非鉄金属,100,2024-03-21
5867,エスネットワークス,グロース,サービス業,100,2023-12-19
5868,ロココ,スタンダード,サービス業,100,2023-12-20
5869,早稲田学習研究会,スタンダード,サービス業,100,2023-12-22
5870,ナルネットコミュニケーションズ,グロース,サービス業,100,2023-12-25
5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,スタンダード,サービス業,100,2024-02-07
5884,クラダシ,グロース,小売業,100,2023-06-30
5885,ジーデップ・アドバンス,スタンダード,卸売業,100,2023-06-30
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,グロース,小売業,100,2023-11-08
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,プライム,小売業,100,2023-11-16
5891,魁力屋,スタンダード,小売業,100,2023-12-15
5892,ｙｕｔｏｒｉ,グロース,小売業,100,2023-12-27
5900,ダイケン,スタンダード,金属製品,100,2013-07-16
5901,東洋製罐グループホールディングス,プライム,金属製品,100,1949-05-16
5902,ホッカンホールディングス,プライム,金属製品,100,1950-05-01
5903,シンポ,スタンダード,金属製品,100,2013-07-16
5905,日本製罐,スタンダード,金属製品,100,1963-12-03
5906,エムケー精工,スタンダード,金属製品,100,2013-07-16
5909,コロナ,スタンダード,金属製品,100,2000-03-01
5911,横河ブリッジホールディングス,プライム,金属製品,100,1961-10-02
5915,駒井ハルテック,スタンダード,金属製品,100,1984-08-07
5918,瀧上工業,スタンダード,金属製品,100,1961-10-02
5921,川岸工業,スタンダード,金属製品,100,1962-01-18
5922,那須電機鉄工,スタンダード,金属製品,100,1962-02-20
5923,高田機工,スタンダード,金属製品,100,1993-12-22
5928,アルメタックス,スタンダード,金属製品,100,2013-07-16
5929,三和ホールディングス,プライム,金属製品,100,1963-09-30
5930,文化シヤッター,プライム,金属製品,100,1973-11-16
5932,三協立山,プライム,金属製品,100,2012-12-01
5933,アルインコ,プライム,金属製品,100,2006-01-30
5936,東洋シヤッター,スタンダード,金属製品,100,1989-02-20
5938,ＬＩＸＩＬ,プライム,金属製品,100,1985-08-01
5939,大谷工業,スタンダード,金属製品,100,2013-07-16
5940,不二サッシ,スタンダード,金属製品,100,1992-08-19
5941,中西製作所,スタンダード,金属製品,100,2013-07-16
5942,日本フイルコン,スタンダード,金属製品,100,1961-10-02
5943,ノーリツ,プライム,金属製品,100,1985-08-06
5945,天龍製鋸,スタンダード,金属製品,100,2013-07-16
5946,長府製作所,プライム,金属製品,100,1997-11-07
5947,リンナイ,プライム,金属製品,100,1982-11-22
5949,ユニプレス,プライム,輸送用機器,100,2004-02-24
5950,日本パワーファスニング,スタンダード,金属製品,100,2013-07-16
5951,ダイニチ工業,スタンダード,金属製品,100,1998-06-23
5952,アマテイ,スタンダード,金属製品,100,2013-07-16
5955,ワイズホールディングス,スタンダード,金属製品,100,2013-07-16
5956,トーソー,スタンダード,金属製品,100,1996-01-31
5957,日東精工,プライム,金属製品,100,1985-08-06
5958,三洋工業,スタンダード,金属製品,100,1971-02-01
5959,岡部,プライム,金属製品,100,1972-07-03
5962,浅香工業,スタンダード,その他製品,100,2013-07-16
5965,フジマック,スタンダード,金属製品,100,1998-02-10
5966,京都機械工具,スタンダード,金属製品,100,2013-07-16
5967,ＴＯＮＥ,スタンダード,金属製品,100,2013-07-16
5969,ロブテックス,スタンダード,金属製品,100,2013-07-16
5970,ジーテクト,プライム,金属製品,100,2013-07-16
5971,共和工業所,スタンダード,金属製品,100,2013-07-16
5973,トーアミ,スタンダード,金属製品,100,2013-07-16
5974,中国工業,スタンダード,金属製品,100,1961-11-04
5975,東プレ,プライム,金属製品,100,1962-08-15
5976,高周波熱錬,プライム,金属製品,100,1964-04-13
5981,東京製綱,プライム,金属製品,100,1949-05-16
5982,マルゼン,スタンダード,金属製品,100,1999-02-22
5983,イワブチ,スタンダード,金属製品,100,2013-07-16
5984,兼房,スタンダード,金属製品,100,2006-03-09
5985,サンコール,スタンダード,金属製品,100,2013-07-16
5986,モリテック　スチール,スタンダード,金属製品,100,2013-07-16
5987,オーネックス,スタンダード,金属製品,100,2013-07-16
5988,パイオラックス,プライム,金属製品,100,1998-04-20
5989,エイチワン,プライム,金属製品,100,2013-07-16
5990,スーパーツール,スタンダード,金属製品,100,2013-07-16
5991,日本発條,プライム,金属製品,100,1954-03-03
5992,中央発條,スタンダード,金属製品,100,1985-01-09
5994,ファインシンター,スタンダード,金属製品,100,1962-06-01
5997,協立エアテック,スタンダード,金属製品,100,2013-07-16
5998,アドバネクス,スタンダード,金属製品,100,1964-05-11
6005,三浦工業,プライム,機械,100,1984-12-18
6013,タクマ,プライム,機械,100,1949-05-16
6016,ジャパンエンジンコーポレーション,スタンダード,輸送用機器,100,2013-07-16
6018,阪神内燃機工業,スタンダード,輸送用機器,100,2013-07-16
6022,赤阪鐵工所,スタンダード,機械,100,1961-10-02
6023,ダイハツインフィニアース,スタンダード,輸送用機器,100,2013-07-16
6027,弁護士ドットコム,プライム,サービス業,100,2014-12-11
6029,アトラグループ,スタンダード,サービス業,100,2014-12-16
6030,アドベンチャー,グロース,サービス業,100,2014-12-18
6031,ＺＥＴＡ,グロース,サービス業,100,2014-12-19
6033,エクストリーム,グロース,サービス業,100,2014-12-25
6034,ＭＲＴ,グロース,サービス業,100,2014-12-26
6035,アイ・アールジャパンホールディングス,スタンダード,サービス業,100,2015-02-02
6036,ＫｅｅＰｅｒ技研,プライム,サービス業,100,2015-02-12
6037,楽待,スタンダード,サービス業,100,2015-02-18
6038,イード,グロース,サービス業,100,2015-03-24
6039,日本動物高度医療センター,グロース,サービス業,100,2015-03-26
6040,日本スキー場開発,グロース,サービス業,100,2015-04-22
6042,ニッキ,スタンダード,輸送用機器,100,1961-10-02
6044,三機サービス,スタンダード,サービス業,100,2015-04-24
6045,レントラックス,グロース,サービス業,100,2015-04-24
6046,リンクバル,スタンダード,サービス業,100,2015-04-28
6047,Ｇｕｎｏｓｙ,プライム,サービス業,100,2015-04-28
6049,イトクロ,グロース,サービス業,100,2015-07-30
6050,イー・ガーディアン,プライム,サービス業,100,2010-12-01
6054,リブセンス,スタンダード,サービス業,100,2011-12-07
6055,ジャパンマテリアル,プライム,サービス業,100,2011-12-19
6058,ベクトル,プライム,サービス業,100,2012-03-27
6059,ウチヤマホールディングス,スタンダード,サービス業,100,2013-07-16
6061,ユニバーサル園芸社,スタンダード,サービス業,100,2013-07-16
6062,チャーム・ケア・コーポレーション,プライム,サービス業,100,2013-07-16
6063,日本エマージェンシーアシスタンス,スタンダード,サービス業,100,2013-07-16
6069,トレンダーズ,グロース,サービス業,100,2012-10-19
6070,キャリアリンク,プライム,サービス業,100,2012-11-15
6071,ＩＢＪ,プライム,サービス業,100,2013-07-16
6072,地盤ネットホールディングス,スタンダード,サービス業,100,2012-12-21
6073,アサンテ,プライム,サービス業,100,2013-03-19
6074,ジェイエスエス,スタンダード,サービス業,100,2013-07-16
6078,バリューＨＲ,プライム,サービス業,100,2013-10-04
6080,Ｍ＆Ａキャピタルパートナーズ,プライム,サービス業,100,2013-11-20
6081,アライドアーキテクツ,グロース,サービス業,100,2013-11-29
6082,ライドオンエクスプレスホールディングス,スタンダード,サービス業,100,2013-12-03
6083,ＥＲＩホールディングス,スタンダード,サービス業,100,2013-12-02
6085,アーキテクツ・スタジオ・ジャパン,グロース,サービス業,100,2013-12-18
6086,シンメンテホールディングス,グロース,サービス業,100,2013-12-19
6087,アビスト,スタンダード,サービス業,100,2013-12-18
6088,シグマクシス・ホールディングス,プライム,サービス業,100,2013-12-18
6089,ウィルグループ,プライム,サービス業,100,2013-12-19
6090,ヒューマン・メタボローム・テクノロジーズ,スタンダード,サービス業,100,2013-12-24
6091,ウエスコホールディングス,スタンダード,サービス業,100,2014-02-03
6092,エンバイオ・ホールディングス,スタンダード,サービス業,100,2014-03-12
6093,エスクロー・エージェント・ジャパン,スタンダード,サービス業,100,2014-03-28
6094,フリークアウト・ホールディングス,グロース,サービス業,100,2014-06-24
6096,レアジョブ,スタンダード,サービス業,100,2014-06-27
6098,リクルートホールディングス,プライム,サービス業,100,2014-10-16
6099,エラン,プライム,サービス業,100,2014-11-07
6101,ツガミ,プライム,機械,100,1959-07-01
6103,オークマ,プライム,機械,100,1949-05-16
6104,芝浦機械,プライム,機械,100,1949-08-01
6113,アマダ,プライム,機械,100,1961-10-02
6118,アイダエンジニアリング,プライム,機械,100,1962-06-12
6125,岡本工作機械製作所,スタンダード,機械,100,1963-10-03
6134,ＦＵＪＩ,プライム,機械,100,2013-06-20
6135,牧野フライス製作所,プライム,機械,100,1964-07-22
6136,オーエスジー,プライム,機械,100,1970-12-01
6137,小池酸素工業,スタンダード,機械,100,1969-10-01
6138,ダイジェット工業,スタンダード,機械,100,1985-12-24
6140,旭ダイヤモンド工業,プライム,機械,100,1972-10-09
6141,ＤＭＧ森精機,プライム,機械,100,1981-11-20
6143,ソディック,プライム,機械,100,1986-02-19
6144,西部電機,スタンダード,機械,100,2006-12-25
6145,ＮＩＴＴＯＫＵ,スタンダード,機械,100,2013-07-16
6146,ディスコ,プライム,機械,100,1999-12-07
6147,ヤマザキ,スタンダード,機械,100,2013-07-16
6149,小田原エンジニアリング,スタンダード,機械,100,2013-07-16
6150,タケダ機械,スタンダード,機械,100,2013-07-16
6151,日東工器,プライム,機械,100,1998-04-27
6155,高松機械工業,スタンダード,機械,100,2006-04-21
6156,エーワン精密,スタンダード,機械,100,2013-07-16
6157,日進工具,スタンダード,機械,100,2013-07-16
6158,和井田製作所,スタンダード,機械,100,2013-07-16
6159,ミクロン精密,スタンダード,機械,100,2013-07-16
6161,エスティック,スタンダード,機械,100,2006-01-30
6165,パンチ工業,スタンダード,機械,100,2012-12-20
6166,中村超硬,グロース,機械,100,2015-06-24
6167,冨士ダイス,プライム,機械,100,2015-06-25
6171,土木管理総合試験所,スタンダード,サービス業,100,2015-08-26
6173,アクアライン,グロース,サービス業,100,2015-08-31
6176,ブランジスタ,スタンダード,サービス業,100,2015-09-17
6177,ＡｐｐＢａｎｋ,グロース,サービス業,100,2015-10-15
6178,日本郵政,プライム,サービス業,100,2015-11-04
6180,ＧＭＯメディア,グロース,サービス業,100,2015-10-23
6181,タメニー,グロース,サービス業,100,2015-10-27
6182,メタリアル,グロース,サービス業,100,2015-11-19
6183,ベルシステム２４ホールディングス,プライム,サービス業,100,2015-11-20
6184,鎌倉新書,プライム,サービス業,100,2015-12-04
6185,ＳＭＮ,スタンダード,サービス業,100,2015-12-22
6186,一蔵,スタンダード,サービス業,100,2015-12-25
6189,グローバルキッズＣＯＭＰＡＮＹ,スタンダード,サービス業,100,2016-03-18
6190,フェニックスバイオ,グロース,サービス業,100,2016-03-18
6191,エアトリ,プライム,サービス業,100,2016-03-31
6193,バーチャレクス・ホールディングス,グロース,サービス業,100,2016-06-23
6194,アトラエ,プライム,サービス業,100,2016-06-15
6195,ホープ,グロース,サービス業,100,2016-06-15
6196,ストライクグループ,プライム,サービス業,100,2016-06-21
6197,ソラスト,プライム,サービス業,100,2016-06-29
6198,キャリア,グロース,サービス業,100,2016-06-27
6199,セラク,スタンダード,情報・通信業,100,2016-07-01
6200,インソース,プライム,サービス業,100,2016-07-21
6201,豊田自動織機,プライム,輸送用機器,100,1949-05-16
6203,豊和工業,スタンダード,機械,100,1949-05-16
6208,石川製作所,スタンダード,機械,100,1961-09-01
6209,リケンＮＰＲ,プライム,機械,100,2023-10-02
6217,津田駒工業,スタンダード,機械,100,1961-10-02
6218,エンシュウ,スタンダード,機械,100,1961-10-02
6222,島精機製作所,プライム,機械,100,1996-01-25
6223,西部技研,スタンダード,機械,100,2023-10-03
6224,ＪＲＣ,グロース,機械,100,2023-08-09
6226,守谷輸送機工業,スタンダード,機械,100,2022-03-17
6227,ＡＩメカテック,スタンダード,機械,100,2021-07-30
6228,ジェイ・イー・ティ,スタンダード,機械,100,2023-09-25
6229,オーケーエム,スタンダード,機械,100,2020-12-17
6230,ＳＡＮＥＩ,スタンダード,機械,100,2020-12-25
6231,木村工機,スタンダード,機械,100,2020-03-13
6232,ＡＣＳＬ,グロース,機械,100,2018-12-21
6233,ＫＬＡＳＳ,スタンダード,機械,100,2018-09-27
6235,オプトラン,プライム,機械,100,2017-12-20
6237,イワキポンプ,プライム,機械,100,2016-03-18
6238,フリュー,プライム,機械,100,2015-12-18
6239,ナガオカ,スタンダード,機械,100,2015-06-29
6240,ヤマシンフィルタ,プライム,機械,100,2014-10-08
6245,ヒラノテクシード,スタンダード,機械,100,2013-07-16
6246,テクノスマート,スタンダード,機械,100,2013-07-16
6247,日阪製作所,プライム,機械,100,1985-12-12
6248,横田製作所,スタンダード,機械,100,2013-07-16
6249,ゲームカードホールディングス,スタンダード,機械,100,2013-07-16
6250,やまびこ,プライム,機械,100,2008-12-01
6254,野村マイクロ・サイエンス,プライム,機械,100,2013-07-16
6255,エヌ・ピー・シー,グロース,機械,100,2007-06-29
6257,藤商事,スタンダード,機械,100,2013-07-16
6258,平田機工,プライム,機械,100,2013-07-16
6262,ＰＥＧＡＳＵＳ,スタンダード,機械,100,2006-02-23
6264,マルマエ,プライム,機械,100,2006-12-26
6265,コンバム,スタンダード,機械,100,2013-07-16
6266,タツモ,プライム,機械,100,2013-07-16
6267,ゼネラルパッカー,スタンダード,機械,100,2013-07-16
6268,ナブテスコ,プライム,機械,100,2003-09-29
6269,三井海洋開発,プライム,機械,100,2003-07-02
6272,レオン自動機,プライム,機械,100,1987-02-20
6273,ＳＭＣ,プライム,機械,100,1987-12-23
6276,シリウスビジョン,スタンダード,電気機器,100,2013-07-16
6277,ホソカワミクロン,プライム,機械,100,1991-08-01
6278,ユニオンツール,プライム,機械,100,1996-09-25
6279,瑞光,プライム,機械,100,2013-07-16
6282,オイレス工業,プライム,機械,100,1994-03-04
6284,日精エー・エス・ビー機械,プライム,機械,100,2012-09-26
6286,靜甲,スタンダード,機械,100,2013-07-16
6287,サトー,プライム,機械,100,1994-08-09
6289,技研製作所,プライム,機械,100,2013-07-16
6291,日本エアーテック,スタンダード,機械,100,1997-07-30
6292,カワタ,スタンダード,機械,100,2013-06-24
6294,オカダアイヨン,プライム,機械,100,2013-07-16
6298,ワイエイシイホールディングス,プライム,機械,100,2006-10-31
6301,小松製作所,プライム,機械,100,1949-05-16
6302,住友重機械工業,プライム,機械,100,1949-05-16
6305,日立建機,プライム,機械,100,1981-12-17
6306,日工,プライム,機械,100,1962-05-07
6307,サンセイ,スタンダード,機械,100,2013-07-16
6309,巴工業,プライム,機械,100,2004-10-25
6310,井関農機,プライム,機械,100,1961-06-26
6315,ＴＯＷＡ,プライム,機械,100,2000-11-29
6316,丸山製作所,スタンダード,機械,100,1961-10-02
6317,北川鉄工所,スタンダード,機械,100,1961-10-02
6322,タクミナ,スタンダード,機械,100,2013-07-16
6323,ローツェ,プライム,機械,100,2013-07-16
6324,ハーモニック・ドライブ・システムズ,プライム,機械,100,2013-07-16
6325,タカキタ,スタンダード,機械,100,1963-09-14
6326,クボタ,プライム,機械,100,1949-05-16
6327,北川精機,スタンダード,機械,100,2013-07-16
6328,荏原実業,プライム,機械,100,2001-02-16
6330,東洋エンジニアリング,プライム,建設業,100,1980-11-04
6331,三菱化工機,プライム,機械,100,1950-03-17
6332,月島ホールディングス,プライム,機械,100,1949-05-16
6333,ＴＥＩＫＯＫＵ,プライム,機械,100,2005-02-28
6334,明治機械,スタンダード,機械,100,1949-05-16
6335,東京機械製作所,スタンダード,機械,100,1949-05-16
6336,石井表記,スタンダード,機械,100,2000-03-01
6337,テセック,スタンダード,機械,100,2013-07-16
6338,タカトリ,スタンダード,機械,100,2013-07-16
6339,新東工業,プライム,機械,100,1962-09-25
6340,澁谷工業,プライム,機械,100,1985-03-26
6342,太平製作所,スタンダード,機械,100,2013-07-16
6343,フリージア・マクロス,スタンダード,機械,100,1963-07-22
6345,アイチ　コーポレーション,プライム,機械,100,1987-04-30
6346,キクカワエンタープライズ,スタンダード,機械,100,2013-07-16
6347,プラコー,スタンダード,機械,100,2013-07-16
6349,小森コーポレーション,プライム,機械,100,1983-04-21
6351,鶴見製作所,プライム,機械,100,1988-07-15
6356,日本ギア工業,スタンダード,機械,100,1961-10-02
6357,三精テクノロジーズ,スタンダード,機械,100,2013-07-16
6358,酒井重工業,プライム,機械,100,1964-09-24
6360,東京自働機械製作所,スタンダード,機械,100,1963-07-13
6361,荏原製作所,プライム,機械,100,1949-05-16
6363,酉島製作所,プライム,機械,100,1981-12-16
6364,ＡＩＲＭＡＮ,プライム,機械,100,2000-03-01
6365,電業社機械製作所,スタンダード,機械,100,1961-10-02
6366,千代田化工建設,スタンダード,建設業,100,1961-03-22
6367,ダイキン工業,プライム,機械,100,1957-06-01
6368,オルガノ,プライム,機械,100,1961-10-02
6369,トーヨーカネツ,プライム,機械,100,1961-10-02
6370,栗田工業,プライム,機械,100,1961-10-02
6371,椿本チエイン,プライム,機械,100,1949-05-16
6376,日機装,プライム,精密機器,100,1961-10-02
6378,木村化工機,スタンダード,機械,100,1971-10-04
6379,レイズネクスト,プライム,建設業,100,1961-10-02
6380,オリエンタルチエン工業,スタンダード,機械,100,2013-07-16
6381,アネスト岩田,プライム,機械,100,1963-12-06
6382,トリニティ工業,スタンダード,機械,100,1963-08-07
6383,ダイフク,プライム,機械,100,1962-07-02
6384,昭和真空,スタンダード,機械,100,2013-07-16
6387,サムコ,プライム,機械,100,2013-07-16
6390,加藤製作所,プライム,機械,100,1962-08-02
6391,加地テック,スタンダード,機械,100,2013-07-16
6392,ヤマダコーポレーション,スタンダード,機械,100,1962-09-11
6393,油研工業,スタンダード,機械,100,1962-10-02
6395,タダノ,プライム,機械,100,1971-03-01
6396,宇野澤組鐵工所,スタンダード,機械,100,1962-11-08
6400,不二精機,スタンダード,機械,100,2013-07-16
6402,兼松エンジニアリング,スタンダード,機械,100,2013-07-16
6403,水道機工,スタンダード,機械,100,2013-07-16
6405,鈴茂器工,スタンダード,機械,100,2013-07-16
6407,ＣＫＤ,プライム,機械,100,1979-11-27
6408,小倉クラッチ,スタンダード,機械,100,2013-07-16
6412,平和,プライム,機械,100,1991-12-06
6413,理想科学工業,プライム,機械,100,2006-12-28
6417,ＳＡＮＫＹＯ,プライム,機械,100,1995-08-30
6418,日本金銭機械,プライム,機械,100,2000-12-18
6419,マースグループホールディングス,プライム,機械,100,1996-09-13
6420,ガリレイ,プライム,機械,100,2002-04-15
6424,高見沢サイバネティックス,スタンダード,機械,100,2013-07-16
6425,ユニバーサルエンターテインメント,スタンダード,機械,100,2013-07-16
6428,オーイズミ,スタンダード,機械,100,2002-03-12
6430,ダイコク電機,プライム,機械,100,2002-11-06
6432,竹内製作所,プライム,機械,100,2013-07-16
6433,ヒーハイスト,スタンダード,機械,100,2013-07-16
6436,アマノ,プライム,機械,100,1961-10-02
6440,ＪＵＫＩ,プライム,機械,100,1961-10-02
6444,サンデン,スタンダード,機械,100,1962-08-20
6445,ジャノメ,プライム,機械,100,1962-09-05
6448,ブラザー工業,プライム,電気機器,100,1963-01-21
6454,マックス,プライム,機械,100,1970-03-23
6455,モリタホールディングス,プライム,輸送用機器,100,1979-05-24
6457,グローリー,プライム,機械,100,2000-12-20
6458,新晃工業,プライム,機械,100,2013-07-16
6459,大和冷機工業,プライム,機械,100,1991-08-29
6460,セガサミーホールディングス,プライム,機械,100,2004-10-01
6463,ＴＰＲ,プライム,機械,100,1961-10-02
6464,ツバキ・ナカシマ,プライム,機械,100,2015-12-16
6465,ホシザキ,プライム,機械,100,2008-12-10
6466,ＴＶＥ,スタンダード,機械,100,2000-03-15
6467,ニチダイ,スタンダード,機械,100,2013-07-16
6469,放電精密加工研究所,スタンダード,機械,100,2013-07-16
6470,大豊工業,スタンダード,機械,100,2000-03-23
6471,日本精工,プライム,機械,100,1949-05-16
6472,ＮＴＮ,プライム,機械,100,1949-05-16
6473,ジェイテクト,プライム,機械,100,1949-05-16
6474,不二越,プライム,機械,100,1949-05-16
6479,ミネベアミツミ,プライム,電気機器,100,1961-10-02
6480,日本トムソン,プライム,機械,100,1963-10-03
6481,ＴＨＫ,プライム,機械,100,2001-02-26
6482,ＹＵＳＨＩＮ,スタンダード,機械,100,1999-12-14
6484,ＫＶＫ,スタンダード,機械,100,2013-07-16
6485,前澤給装工業,スタンダード,機械,100,1998-02-09
6486,イーグル工業,プライム,機械,100,1982-01-20
6488,ヨシタケ,スタンダード,機械,100,2013-07-16
6489,前澤工業,スタンダード,機械,100,1994-03-25
6490,ＰＩＬＬＡＲ,プライム,機械,100,2001-01-09
6492,岡野バルブ製造,スタンダード,機械,100,1962-04-16
6493,ＮＩＴＴＡＮ,スタンダード,輸送用機器,100,1962-09-06
6494,ＮＦＫホールディングス,スタンダード,機械,100,2013-07-16
6495,宮入バルブ製作所,スタンダード,機械,100,1963-09-05
6496,中北製作所,スタンダード,機械,100,2013-07-16
6497,ハマイ,スタンダード,機械,100,2013-07-16
6498,キッツ,プライム,機械,100,1961-10-02
6501,日立製作所,プライム,電気機器,100,1949-05-16
6503,三菱電機,プライム,電気機器,100,1949-05-16
6504,富士電機,プライム,電気機器,100,1949-05-16
6505,東洋電機製造,スタンダード,電気機器,100,1949-05-16
6506,安川電機,プライム,電気機器,100,1949-05-16
6507,シンフォニアテクノロジー,プライム,電気機器,100,1952-03-03
6508,明電舎,プライム,電気機器,100,1949-05-16
6513,オリジン,スタンダード,電気機器,100,1961-10-02
6516,山洋電気,プライム,電気機器,100,1962-09-29
6517,デンヨー,プライム,電気機器,100,1983-02-14
6518,三相電機,スタンダード,電気機器,100,2013-07-16
6521,オキサイド,グロース,電気機器,100,2021-04-05
6522,アスタリスク,グロース,電気機器,100,2021-09-30
6523,ＰＨＣホールディングス,プライム,電気機器,100,2021-10-14
6524,湖北工業,スタンダード,電気機器,100,2021-12-21
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム,電気機器,100,2023-10-25
6526,ソシオネクスト,プライム,電気機器,100,2022-10-12
6532,ベイカレント,プライム,サービス業,100,2016-09-02
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,プライム,サービス業,100,2016-09-14
6535,アイモバイル,プライム,サービス業,100,2016-10-27
6537,ＷＡＳＨハウス,グロース,サービス業,100,2016-11-22
