code,銘柄名称,市場区分,業種,売買単位,東証上場日
3546,アレンザホールディングス,プライム,小売業,100,2016-09-01
3547,ユニシアホールディングス,スタンダード,小売業,100,2016-09-14
3548,バロックジャパンリミテッド,プライム,小売業,100,2016-11-01
3549,クスリのアオキホールディングス,プライム,小売業,100,2016-11-21
3550,スタジオアタオ,グロース,小売業,100,2016-11-29
3551,ダイニック,スタンダード,繊維製品,100,1961-10-02
3553,共和レザー,スタンダード,化学,100,1961-09-01
3556,リネットジャパングループ,グロース,小売業,100,2016-12-20
3557,ユナイテッド＆コレクティブ,グロース,小売業,100,2017-02-23
3558,ジェイドグループ,グロース,小売業,100,2017-03-07
3559,ピーバンドットコム,スタンダード,卸売業,100,2017-03-09
3560,ほぼ日,スタンダード,小売業,100,2017-03-16
3561,力の源ホールディングス,プライム,小売業,100,2017-03-21
3562,Ｎｏ．１,スタンダード,卸売業,100,2017-03-28
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,プライム,小売業,100,2017-03-30
3565,アセンテック,スタンダード,卸売業,100,2017-04-25
3566,ユニフォームネクスト,グロース,小売業,100,2017-07-19
3569,セーレン,プライム,繊維製品,100,1969-12-01
3571,ソトー,スタンダード,繊維製品,100,1961-10-02
3577,東海染工,スタンダード,繊維製品,100,1971-02-01
3580,小松マテーレ,プライム,繊維製品,100,1978-12-01
3583,オーベクス,スタンダード,繊維製品,100,1949-05-16
3591,ワコールホールディングス,プライム,繊維製品,100,1964-09-07
3597,自重堂,スタンダード,繊維製品,100,2000-03-01
3598,山喜,スタンダード,繊維製品,100,2013-07-16
3600,フジックス,スタンダード,繊維製品,100,2013-07-16
3607,クラウディアホールディングス,スタンダード,繊維製品,100,2005-03-31
3608,ＴＳＩホールディングス,プライム,繊維製品,100,2011-06-01
3611,マツオカコーポレーション,スタンダード,繊維製品,100,2017-12-13
3612,ワールド,プライム,繊維製品,100,2018-09-28
3622,ネットイヤーグループ,スタンダード,情報・通信業,100,2008-03-06
3623,ビリングシステム,グロース,情報・通信業,100,2008-03-19
3624,アクセルマーク,グロース,情報・通信業,100,2008-03-18
3625,テックファームホールディングス,グロース,情報・通信業,100,2013-07-16
3626,ＴＩＳ,プライム,情報・通信業,100,2008-04-01
3627,テクミラホールディングス,スタンダード,情報・通信業,100,2008-05-23
3628,データホライゾン,グロース,情報・通信業,100,2008-09-19
3632,グリーホールディングス,プライム,情報・通信業,100,2008-12-17
3633,ＧＭＯペパボ,スタンダード,情報・通信業,100,2013-07-16
3634,ソケッツ,スタンダード,情報・通信業,100,2009-04-02
3635,コーエーテクモホールディングス,プライム,情報・通信業,100,2009-04-01
3636,三菱総合研究所,プライム,情報・通信業,100,2009-09-14
3639,ボルテージ,スタンダード,情報・通信業,100,2010-06-11
3640,電算,スタンダード,情報・通信業,100,2010-06-24
3641,パピレス,スタンダード,情報・通信業,100,2013-07-16
3645,メディカルネット,グロース,情報・通信業,100,2010-12-21
3646,駅探,スタンダード,情報・通信業,100,2011-03-03
3647,アスリナ,スタンダード,情報・通信業,100,2011-03-01
3648,ＡＧＳ,スタンダード,情報・通信業,100,2011-03-11
3649,ファインデックス,プライム,情報・通信業,100,2013-07-16
3652,ディジタルメディアプロフェッショナル,グロース,情報・通信業,100,2011-06-23
3653,モルフォ,グロース,情報・通信業,100,2011-07-21
3656,ＫＬａｂ,プライム,情報・通信業,100,2011-09-27
3657,ポールトゥウィンホールディングス,プライム,情報・通信業,100,2011-10-26
3659,ネクソン,プライム,情報・通信業,100,2011-12-14
365A,伊澤タオル,スタンダード,繊維製品,100,2025-06-20
3660,アイスタイル,プライム,情報・通信業,100,2012-03-08
3661,エムアップホールディングス,プライム,情報・通信業,100,2012-03-14
3662,エイチームホールディングス,プライム,情報・通信業,100,2012-04-04
3663,セルシス,プライム,情報・通信業,100,2012-04-02
3664,ＷＩＺＥ,グロース,情報・通信業,100,2012-06-26
3665,エニグモ,プライム,情報・通信業,100,2012-07-24
3667,ｅｎｉｓｈ,スタンダード,情報・通信業,100,2012-12-11
3668,コロプラ,プライム,情報・通信業,100,2012-12-13
366A,ウェルネス・コミュニケーションズ,グロース,サービス業,100,2025-06-23
3670,協立情報通信,スタンダード,情報・通信業,100,2013-07-16
3671,ソフトマックス,スタンダード,情報・通信業,100,2013-03-12
3672,オルトプラス,スタンダード,情報・通信業,100,2013-03-14
3673,ブロードリーフ,プライム,情報・通信業,100,2013-03-22
3674,オークファン,グロース,情報・通信業,100,2013-04-25
3675,クロス・マーケティンググループ,スタンダード,情報・通信業,100,2013-06-03
3676,デジタルハーツホールディングス,プライム,情報・通信業,100,2013-10-01
3678,メディアドゥ,プライム,情報・通信業,100,2013-11-20
3679,じげん,プライム,情報・通信業,100,2013-11-22
367A,プリモグローバルホールディングス,スタンダード,小売業,100,2025-06-24
3680,ホットリンク,グロース,情報・通信業,100,2013-12-09
3681,ブイキューブ,プライム,情報・通信業,100,2013-12-10
3682,エンカレッジ・テクノロジ,スタンダード,情報・通信業,100,2013-12-11
3683,サイバーリンクス,スタンダード,情報・通信業,100,2014-03-06
3686,ディー・エル・イー,スタンダード,情報・通信業,100,2014-03-26
3687,フィックスターズ,プライム,情報・通信業,100,2014-04-23
368A,北里コーポレーション,プライム,精密機器,100,2025-06-25
3690,イルグルム,スタンダード,情報・通信業,100,2014-09-17
3691,デジタルプラス,グロース,情報・通信業,100,2014-09-18
3692,ＦＦＲＩセキュリティ,グロース,情報・通信業,100,2014-09-30
3694,オプティム,プライム,情報・通信業,100,2014-10-22
3695,ＧＭＯプロダクトプラットフォーム,グロース,情報・通信業,100,2014-10-21
3696,セレス,プライム,情報・通信業,100,2014-10-22
3697,ＳＨＩＦＴ,プライム,情報・通信業,100,2014-11-13
3698,ＣＲＩ・ミドルウェア,スタンダード,情報・通信業,100,2014-11-27
369A,エータイ,グロース,サービス業,100,2025-06-26
3708,特種東海製紙,プライム,パルプ・紙,100,2007-04-02
3710,ジョルダン,スタンダード,情報・通信業,100,2013-07-16
3712,情報企画,スタンダード,情報・通信業,100,2003-05-30
3719,ＡＩストーム,スタンダード,情報・通信業,100,2013-07-16
3723,日本ファルコム,グロース,情報・通信業,100,2003-12-02
3726,フォーシーズＨＤ,スタンダード,小売業,100,2003-12-05
3727,アプリックス,グロース,情報・通信業,100,2003-12-17
372A,レント,スタンダード,サービス業,100,2025-06-30
3733,ソフトウェア・サービス,スタンダード,情報・通信業,100,2013-07-16
373A,リップス,グロース,化学,100,2025-06-30
3741,セック,プライム,情報・通信業,100,2013-07-16
3744,サイオス,スタンダード,情報・通信業,100,2004-08-05
3747,インタートレード,スタンダード,情報・通信業,100,2004-09-16
3750,ＡＤＲ１２０Ｓ,スタンダード,情報・通信業,100,2004-10-01
3753,フライトソリューションズ,スタンダード,情報・通信業,100,2004-11-01
3758,アエリア,スタンダード,情報・通信業,100,2013-07-16
3760,ケイブ,スタンダード,情報・通信業,100,2013-07-16
3762,テクマトリックス,プライム,情報・通信業,100,2010-06-04
3763,プロシップ,プライム,情報・通信業,100,2013-07-16
3765,ガンホー・オンライン・エンターテイメント,プライム,情報・通信業,100,2013-07-16
3766,システムズ・デザイン,スタンダード,情報・通信業,100,2013-07-16
3768,リスクモンスター,スタンダード,情報・通信業,100,2013-07-16
3769,ＧＭＯペイメントゲートウェイ,プライム,情報・通信業,100,2005-04-04
3771,システムリサーチ,プライム,情報・通信業,100,2013-07-16
3772,ウェルス・マネジメント,スタンダード,不動産業,100,2005-06-07
3773,アドバンスト・メディア,グロース,情報・通信業,100,2005-06-27
3774,インターネットイニシアティブ,プライム,情報・通信業,100,2005-12-02
3776,ブロードバンドタワー,スタンダード,情報・通信業,100,2013-07-16
3777,環境フレンドリーホールディングス,グロース,情報・通信業,100,2013-07-16
3778,さくらインターネット,プライム,情報・通信業,100,2005-10-12
3779,ジェイ・エスコムホールディングス,スタンダード,情報・通信業,100,2013-07-16
3787,テクノマセマティカル,スタンダード,情報・通信業,100,2005-12-14
3788,ＧＭＯグローバルサイン・ホールディングス,プライム,情報・通信業,100,2005-12-16
378A,ヒット,グロース,サービス業,100,2025-07-04
3791,ＩＧポート,スタンダード,情報・通信業,100,2013-07-16
3793,ドリコム,グロース,情報・通信業,100,2006-02-09
3796,いい生活,スタンダード,情報・通信業,100,2006-02-16
3798,ＵＬＳグループ,スタンダード,情報・通信業,100,2013-07-16
3799,キーウェアソリューションズ,スタンダード,情報・通信業,100,2008-03-03
3800,ユニリタ,スタンダード,情報・通信業,100,2013-07-16
3802,エコミック,スタンダード,情報・通信業,100,2020-04-28
3803,イメージ情報開発,グロース,情報・通信業,100,2013-07-16
3804,システム　ディ,スタンダード,情報・通信業,100,2013-07-16
3807,フィスコ,グロース,情報・通信業,100,2013-07-16
3810,サイバーステップホールディングス,スタンダード,情報・通信業,100,2006-07-05
3815,メディア工房,グロース,情報・通信業,100,2006-09-15
3816,大和コンピューター,スタンダード,情報・通信業,100,2013-07-16
3817,ＳＲＡホールディングス,プライム,情報・通信業,100,2006-09-30
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,スタンダード,情報・通信業,100,2006-10-19
3825,リミックスポイント,スタンダード,小売業,100,2006-12-01
3826,システムインテグレータ,スタンダード,情報・通信業,100,2006-12-04
3834,朝日ネット,プライム,情報・通信業,100,2006-12-26
3835,ｅＢＡＳＥ,プライム,情報・通信業,100,2013-07-16
3836,アバントグループ,プライム,情報・通信業,100,2013-07-16
3837,アドソル日進,プライム,情報・通信業,100,2013-07-16
3839,ＯＤＫソリューションズ,スタンダード,情報・通信業,100,2013-07-16
3840,パス,スタンダード,情報・通信業,100,2007-03-12
3841,ジーダット,スタンダード,情報・通信業,100,2013-07-16
3842,ネクストジェン,スタンダード,情報・通信業,100,2013-07-16
3843,フリービット,プライム,情報・通信業,100,2007-03-20
3844,コムチュア,プライム,情報・通信業,100,2012-11-16
3845,アイフリークモバイル,スタンダード,情報・通信業,100,2013-07-16
3848,データ・アプリケーション,スタンダード,情報・通信業,100,2013-07-16
3850,エヌ・ティ・ティ・データ・イントラマート,スタンダード,情報・通信業,100,2007-06-07
3851,日本一ソフトウェア,スタンダード,情報・通信業,100,2013-07-16
3853,アステリア,プライム,情報・通信業,100,2007-06-22
3854,アイル,プライム,情報・通信業,100,2013-07-16
3856,Ａｂａｌａｎｃｅ,スタンダード,電気機器,100,2007-09-19
3858,ユビキタスＡＩ,スタンダード,情報・通信業,100,2013-07-16
3861,王子ホールディングス,プライム,パルプ・紙,100,1949-12-16
3863,日本製紙,プライム,パルプ・紙,100,2013-04-01
3864,三菱製紙,プライム,パルプ・紙,100,1949-05-16
3865,北越コーポレーション,プライム,パルプ・紙,100,1949-05-16
386A,みのや,スタンダード,小売業,100,2025-07-18
3877,中越パルプ工業,プライム,パルプ・紙,100,1956-01-06
3878,巴川コーポレーション,スタンダード,化学,100,1961-08-28
387A,フラー,グロース,情報・通信業,100,2025-07-24
3880,大王製紙,プライム,パルプ・紙,100,1988-02-17
3891,ニッポン高度紙工業,スタンダード,パルプ・紙,100,2013-07-16
3892,岡山製紙,スタンダード,パルプ・紙,100,2013-07-16
3895,ハビックス,スタンダード,パルプ・紙,100,2013-07-16
3896,阿波製紙,スタンダード,パルプ・紙,100,2012-10-23
3900,クラウドワークス,グロース,情報・通信業,100,2014-12-12
3901,マークラインズ,プライム,情報・通信業,100,2014-12-16
3903,ｇｕｍｉ,プライム,情報・通信業,100,2014-12-18
3904,カヤック,グロース,情報・通信業,100,2014-12-25
3905,データセクション,グロース,情報・通信業,100,2014-12-24
3907,シリコンスタジオ,スタンダード,情報・通信業,100,2015-02-23
3908,コラボス,スタンダード,情報・通信業,100,2015-03-17
3909,ショーケース,スタンダード,情報・通信業,100,2015-03-19
3910,エムケイシステム,スタンダード,情報・通信業,100,2015-03-17
3911,Ａｉｍｉｎｇ,グロース,情報・通信業,100,2015-03-25
3912,モバイルファクトリー,スタンダード,情報・通信業,100,2015-03-26
3913,ＧｒｅｅｎＢｅｅ,スタンダード,情報・通信業,100,2015-03-27
3914,ＪＩＧ－ＳＡＷ,グロース,情報・通信業,100,2015-04-28
3915,テラスカイ,プライム,情報・通信業,100,2015-04-30
3916,デジタル・インフォメーション・テクノロジー,プライム,情報・通信業,100,2015-06-18
3917,アイリッジ,グロース,情報・通信業,100,2015-07-16
3918,ＰＣＩホールディングス,スタンダード,情報・通信業,100,2015-08-04
3920,アイビーシー,スタンダード,情報・通信業,100,2015-09-15
3921,ネオジャパン,プライム,情報・通信業,100,2015-11-27
3922,ＰＲ　ＴＩＭＥＳ,プライム,情報・通信業,100,2016-03-31
3923,ラクス,プライム,情報・通信業,100,2015-12-09
3925,ダブルスタンダード,プライム,情報・通信業,100,2015-12-15
3926,オープンドア,スタンダード,情報・通信業,100,2015-12-17
3927,フーバーブレイン,スタンダード,情報・通信業,100,2015-12-18
3928,マイネット,スタンダード,情報・通信業,100,2015-12-21
3929,ソーシャルワイヤー,グロース,情報・通信業,100,2015-12-24
3930,はてな,グロース,情報・通信業,100,2016-02-24
3931,バリューゴルフ,グロース,情報・通信業,100,2016-03-02
3932,アカツキ,プライム,情報・通信業,100,2016-03-17
3933,チエル,スタンダード,情報・通信業,100,2016-03-22
3934,ベネフィットジャパン,スタンダード,情報・通信業,100,2016-03-24
3935,エディア,スタンダード,情報・通信業,100,2016-04-15
3936,グローバルウェイ,グロース,情報・通信業,100,2016-04-19
3937,Ｕｂｉｃｏｍホールディングス,スタンダード,情報・通信業,100,2016-06-21
3939,カナミックネットワーク,プライム,情報・通信業,100,2016-09-14
3940,ノムラシステムコーポレーション,スタンダード,情報・通信業,100,2016-09-16
3941,レンゴー,プライム,パルプ・紙,100,1950-04-07
3943,大石産業,スタンダード,パルプ・紙,100,2022-02-25
3944,古林紙工,スタンダード,パルプ・紙,100,2013-07-16
3945,スーパーバッグ,スタンダード,パルプ・紙,100,1964-05-11
3946,トーモク,プライム,パルプ・紙,100,1974-04-13
3947,ダイナパック,スタンダード,パルプ・紙,100,1993-10-25
3948,光ビジネスフォーム,スタンダード,パルプ・紙,100,2013-07-16
3950,ザ・パック,プライム,パルプ・紙,100,2001-09-11
3951,朝日印刷,スタンダード,パルプ・紙,100,2002-11-06
3953,大村紙業,スタンダード,パルプ・紙,100,2013-07-16
3954,昭和パックス,スタンダード,パルプ・紙,100,2013-07-16
3955,イムラ,スタンダード,パルプ・紙,100,2000-07-07
3958,笹徳印刷,スタンダード,パルプ・紙,100,2023-09-22
3962,チェンジホールディングス,プライム,情報・通信業,100,2016-09-27
3963,シンクロ・フード,プライム,情報・通信業,100,2016-09-29
3964,オークネット,プライム,情報・通信業,100,2017-03-29
3965,キャピタル・アセット・プランニング,スタンダード,情報・通信業,100,2016-10-07
3967,エルテス,グロース,情報・通信業,100,2016-11-29
3968,セグエグループ,プライム,情報・通信業,100,2016-12-21
3969,エイトレッド,スタンダード,情報・通信業,100,2016-12-22
3970,イノベーション,グロース,情報・通信業,100,2016-12-21
3974,ＳＣＡＴ,スタンダード,情報・通信業,100,2016-12-27
3976,シャノン,グロース,情報・通信業,100,2017-01-27
3979,うるる,グロース,情報・通信業,100,2017-03-16
3981,ビーグリー,スタンダード,情報・通信業,100,2017-03-17
3983,オロ,プライム,情報・通信業,100,2017-03-24
3984,ユーザーローカル,プライム,情報・通信業,100,2017-03-30
3985,テモナ,スタンダード,情報・通信業,100,2017-04-06
3986,ビーブレイクシステムズ,スタンダード,情報・通信業,100,2017-06-15
3987,エコモット,グロース,情報・通信業,100,2018-06-22
3988,ＳＹＳホールディングス,スタンダード,情報・通信業,100,2017-06-30
3989,シェアリングテクノロジー,グロース,情報・通信業,100,2017-08-03
3991,ウォンテッドリー,グロース,情報・通信業,100,2017-09-14
3992,ニーズウェル,プライム,情報・通信業,100,2017-09-20
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,プライム,情報・通信業,100,2017-09-22
3994,マネーフォワード,プライム,情報・通信業,100,2017-09-29
3996,サインポスト,スタンダード,情報・通信業,100,2017-11-21
3997,トレードワークス,スタンダード,情報・通信業,100,2017-11-29
3998,すららネット,グロース,情報・通信業,100,2017-12-18
4004,レゾナック・ホールディングス,プライム,化学,100,1949-05-16
4005,住友化学,プライム,化学,100,1949-05-16
4008,住友精化,プライム,化学,100,1956-11-12
4011,ヘッドウォータース,グロース,情報・通信業,100,2020-09-29
4012,アクシス,スタンダード,情報・通信業,100,2020-09-30
4013,勤次郎,グロース,情報・通信業,100,2020-10-13
4014,カラダノート,グロース,情報・通信業,100,2020-10-27
4015,ペイクラウドホールディングス,グロース,情報・通信業,100,2020-11-19
4016,ＭＩＴホールディングス,スタンダード,情報・通信業,100,2020-11-25
4017,クリーマ,グロース,情報・通信業,100,2020-11-27
4019,スタメン,グロース,情報・通信業,100,2020-12-15
4020,ビートレンド,グロース,情報・通信業,100,2020-12-17
4021,日産化学,プライム,化学,100,1949-05-16
4022,ラサ工業,プライム,化学,100,1949-05-16
4023,クレハ,プライム,化学,100,1949-05-16
4025,多木化学,プライム,化学,100,2013-07-16
4026,神島化学工業,スタンダード,ガラス・土石製品,100,2013-07-16
4027,テイカ,プライム,化学,100,1949-05-16
4028,石原産業,プライム,化学,100,1949-07-09
402A,アクセルスペースホールディングス,グロース,輸送用機器,100,2025-08-13
4031,片倉コープアグリ,スタンダード,化学,100,1961-10-02
4040,南海化学,スタンダード,化学,100,2023-04-20
4041,日本曹達,プライム,化学,100,1949-05-16
4042,東ソー,プライム,化学,100,1949-05-16
4043,トクヤマ,プライム,化学,100,1949-05-16
4044,セントラル硝子,プライム,化学,100,1949-05-16
4045,東亞合成,プライム,化学,100,1949-05-16
4046,大阪ソーダ,プライム,化学,100,1953-11-14
4047,関東電化工業,プライム,化学,100,1961-10-02
4051,ＧＭＯフィナンシャルゲート,プライム,情報・通信業,100,2020-07-15
4052,フィーチャ,グロース,情報・通信業,100,2020-06-24
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,プライム,情報・通信業,100,2020-07-31
4054,日本情報クリエイト,グロース,情報・通信業,100,2020-07-31
4055,ティアンドエスグループ,グロース,情報・通信業,100,2020-08-07
4056,ニューラルグループ,グロース,情報・通信業,100,2020-08-20
4057,インターファクトリー,グロース,情報・通信業,100,2020-08-25
4058,トヨクモ,グロース,情報・通信業,100,2020-09-24
4059,まぐまぐ,スタンダード,情報・通信業,100,2020-09-24
4060,ｒａｋｕｍｏ,グロース,情報・通信業,100,2020-09-28
4061,デンカ,プライム,化学,100,1949-05-16
4062,イビデン,プライム,電気機器,100,1949-05-16
4063,信越化学工業,プライム,化学,100,1949-05-16
4064,日本カーバイド工業,プライム,化学,100,1949-05-16
4068,ベイシス,グロース,情報・通信業,100,2021-06-24
4069,ＢｌｕｅＭｅｍｅ,グロース,情報・通信業,100,2021-06-29
4071,プラスアルファ・コンサルティング,プライム,情報・通信業,100,2021-06-30
4072,電算システムホールディングス,プライム,情報・通信業,100,2021-07-01
4073,ジィ・シィ企画,グロース,情報・通信業,100,2021-09-28
4074,ラキール,グロース,情報・通信業,100,2021-07-16
4075,ブレインズテクノロジー,グロース,情報・通信業,100,2021-07-28
4076,シイエヌエス,グロース,情報・通信業,100,2021-08-20
4078,堺化学工業,プライム,化学,100,1961-10-02
407A,ＵＮＩＣＯＮホールディングス,スタンダード,建設業,100,2025-09-26
4082,第一稀元素化学工業,プライム,化学,100,2004-12-03
4088,エア・ウォーター,プライム,化学,100,1966-10-05
4091,日本酸素ホールディングス,プライム,化学,100,1949-05-16
4092,日本化学工業,プライム,化学,100,1949-05-16
4093,東邦アセチレン,スタンダード,化学,100,1964-01-04
4094,日本化学産業,スタンダード,化学,100,1961-10-02
4095,日本パーカライジング,プライム,化学,100,1961-10-02
4097,高圧ガス工業,プライム,化学,100,1977-06-10
4098,チタン工業,スタンダード,化学,100,1962-10-02
4099,四国化成ホールディングス,プライム,化学,100,1962-10-12
409A,オリオンビール,プライム,食料品,100,2025-09-25
4100,戸田工業,スタンダード,化学,100,1982-11-29
4102,丸尾カルシウム,スタンダード,化学,100,2013-07-16
4107,伊勢化学工業,スタンダード,化学,100,1990-10-16
4109,ステラ　ケミファ,プライム,化学,100,2000-10-18
410A,ＧＭＯコマース,グロース,サービス業,100,2025-09-25
4112,保土谷化学工業,プライム,化学,100,1949-05-16
4113,田岡化学工業,スタンダード,化学,100,2013-07-16
4114,日本触媒,プライム,化学,100,1956-11-12
4116,大日精化工業,プライム,化学,100,1961-10-02
4118,カネカ,プライム,化学,100,1949-10-31
4119,日本ピグメントホールディングス,スタンダード,化学,100,1961-10-02
4120,スガイ化学工業,スタンダード,化学,100,2013-07-16
4124,大阪油化工業,スタンダード,化学,100,2017-10-05
4125,三和油化工業,スタンダード,化学,100,2021-12-23
414A,オーバーラップホールディングス,グロース,情報・通信業,100,2025-10-03
4151,協和キリン,プライム,医薬品,100,1949-08-22
415A,ＧＭＯ　ＴＥＣＨホールディングス,グロース,サービス業,100,2025-10-01
4165,プレイド,グロース,情報・通信業,100,2020-12-17
4166,かっこ,グロース,情報・通信業,100,2020-12-17
4167,ココペリ,グロース,情報・通信業,100,2020-12-18
4168,ヤプリ,グロース,情報・通信業,100,2020-12-22
4169,ＥＮＥＣＨＡＮＧＥ,グロース,情報・通信業,100,2020-12-23
416A,富士ユナイトホールディングス,スタンダード,卸売業,100,2025-10-01
4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,グロース,情報・通信業,100,2020-12-22
4171,グローバルインフォメーション,スタンダード,情報・通信業,100,2020-12-24
4172,Ｈｉクラテス,スタンダード,情報・通信業,100,2020-12-25
4174,アピリッツ,スタンダード,情報・通信業,100,2021-02-25
4175,ｃｏｌｙ,グロース,情報・通信業,100,2021-02-26
4176,ココナラ,グロース,情報・通信業,100,2021-03-19
4177,ｉ‐ｐｌｕｇ,グロース,情報・通信業,100,2021-03-18
4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,グロース,情報・通信業,100,2021-03-24
4179,ジーネクスト,グロース,情報・通信業,100,2021-03-25
417A,ブルーゾーンホールディングス,プライム,小売業,100,2025-10-01
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,プライム,情報・通信業,100,2021-03-30
4182,三菱瓦斯化学,プライム,化学,100,1954-02-15
4183,三井化学,プライム,化学,100,1962-10-05
4186,東京応化工業,プライム,化学,100,1986-07-30
4187,大阪有機化学工業,プライム,化学,100,2005-11-21
4188,三菱ケミカルグループ,プライム,化学,100,2005-10-01
4189,ＫＨネオケム,プライム,化学,100,2016-10-12
4192,スパイダープラス,グロース,情報・通信業,100,2021-03-30
4193,ファブリカホールディングス,スタンダード,情報・通信業,100,2021-04-07
4194,ビジョナル,プライム,情報・通信業,100,2021-04-22
4196,ネオマーケティング,スタンダード,情報・通信業,100,2021-04-22
4197,アスマーク,スタンダード,情報・通信業,100,2023-12-04
4198,テンダ,スタンダード,情報・通信業,100,2021-06-10
4199,ワンダープラネット,グロース,情報・通信業,100,2021-06-10
4202,ダイセル,プライム,化学,100,1949-05-16
4203,住友ベークライト,プライム,化学,100,1949-05-16
4204,積水化学工業,プライム,化学,100,1954-04-07
4205,日本ゼオン,プライム,化学,100,1961-09-11
4206,アイカ工業,プライム,化学,100,1962-07-20
4208,ＵＢＥ,プライム,化学,100,1949-05-30
4212,積水樹脂,プライム,化学,100,1973-10-11
4216,旭有機材,プライム,化学,100,1961-10-02
4218,ニチバン,プライム,化学,100,1961-10-02
421A,ムービン・ストラテジック・キャリア,グロース,サービス業,100,2025-10-06
4220,リケンテクノス,プライム,化学,100,1961-10-19
4221,大倉工業,プライム,化学,100,1967-07-10
4222,児玉化学工業,スタンダード,化学,100,1962-07-26
4224,ロンシール工業,スタンダード,化学,100,1962-09-07
4228,積水化成品工業,プライム,化学,100,1973-04-02
4229,群栄化学工業,プライム,化学,100,1974-05-28
4231,タイガースポリマー,スタンダード,化学,100,2000-04-07
4234,サンエー化研,スタンダード,化学,100,2013-07-16
4235,ウルトラファブリックス・ホールディングス,スタンダード,化学,100,2013-07-16
4237,フジプレアム,スタンダード,化学,100,2013-07-16
4238,ミライアル,スタンダード,化学,100,2011-11-18
423A,ライオン事務器,スタンダード,卸売業,100,2025-10-15
4240,クラスターテクノロジー,スタンダード,化学,100,2013-07-16
4241,アテクト,スタンダード,化学,100,2013-07-16
4242,タカギセイコー,スタンダード,化学,100,2013-07-16
4243,ニックス,スタンダード,化学,100,2013-07-16
4245,ダイキアクシス,スタンダード,化学,100,2013-12-19
4246,ダイキョーニシカワ,プライム,化学,100,2014-03-13
4247,ポバール興業,スタンダード,化学,100,2022-03-10
4248,竹本容器,スタンダード,化学,100,2014-12-17
4249,森六,プライム,化学,100,2017-12-20
4251,恵和,プライム,化学,100,2019-10-30
4255,ＴＨＥＣＯＯ,グロース,情報・通信業,100,2021-12-22
4256,サインド,グロース,情報・通信業,100,2021-12-22
4258,網屋,グロース,情報・通信業,100,2021-12-22
4259,エクサウィザーズ,グロース,情報・通信業,100,2021-12-23
4260,ハイブリッドテクノロジーズ,グロース,情報・通信業,100,2021-12-23
4261,アジアクエスト,グロース,情報・通信業,100,2021-12-27
4262,ニフティライフスタイル,グロース,情報・通信業,100,2021-12-24
4263,サスメド,グロース,情報・通信業,100,2021-12-24
4264,セキュア,グロース,情報・通信業,100,2021-12-27
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,グロース,情報・通信業,100,2021-12-29
4270,ＢｅｅＸ,グロース,情報・通信業,100,2022-02-24
4272,日本化薬,プライム,化学,100,1949-05-16
4274,細谷火工,スタンダード,化学,100,2013-07-16
4275,カーリット,プライム,化学,100,2013-10-01
4284,ソルクシーズ,スタンダード,情報・通信業,100,2013-07-16
4286,ＣＬホールディングス,スタンダード,サービス業,100,2013-07-16
4287,ジャストプランニング,スタンダード,情報・通信業,100,2013-07-16
4288,アズジェント,スタンダード,情報・通信業,100,2013-07-16
428A,サイプレス・ホールディングス,スタンダード,小売業,100,2025-10-08
4290,プレステージ・インターナショナル,プライム,サービス業,100,2012-12-11
4293,セプテーニ・ホールディングス,スタンダード,サービス業,100,2013-07-16
4299,ハイマックス,スタンダード,情報・通信業,100,2004-03-22
429A,テクセンドフォトマスク,プライム,その他製品,100,2025-10-16
4301,アミューズ,プライム,サービス業,100,2004-03-24
4307,野村総合研究所,プライム,情報・通信業,100,2001-12-17
4308,Ｊストリーム,グロース,情報・通信業,100,2001-09-21
4310,ドリームインキュベータ,プライム,サービス業,100,2002-05-10
4316,ビーマップ,グロース,情報・通信業,100,2013-07-16
4317,レイ,スタンダード,サービス業,100,2013-07-16
4318,クイック,プライム,サービス業,100,2013-07-16
431A,ユーソナー,グロース,情報・通信業,100,2025-10-17
4320,ＣＥホールディングス,スタンダード,情報・通信業,100,2001-10-31
4323,日本システム技術,プライム,情報・通信業,100,2003-02-05
4324,電通グループ,プライム,サービス業,100,2001-11-30
4326,インテージホールディングス,プライム,情報・通信業,100,2008-01-22
4331,テイクアンドギヴ・ニーズ,プライム,サービス業,100,2004-02-16
4334,ユークス,スタンダード,情報・通信業,100,2013-07-16
4335,ＩＰＳホールディングス,スタンダード,情報・通信業,100,2013-07-16
4337,ぴあ,プライム,サービス業,100,2002-01-30
4341,西菱電機,スタンダード,サービス業,100,2013-07-16
4343,イオンファンタジー,プライム,サービス業,100,2003-11-20
4344,ソースネクスト,プライム,情報・通信業,100,2006-12-20
4345,シーティーエス,プライム,サービス業,100,2013-07-16
